lat,long,extra 
41.165,-73.525,0
41.165,-73.545,0
41.165,-73.555,0
41.165,-73.565,0
41.165,-73.575,0
41.165,-73.585,0
41.175,-73.095,0
41.175,-73.105,0
41.175,-73.125,0
41.175,-73.135,0
41.175,-73.145,0
41.175,-73.185,0
41.175,-73.195,0
41.175,-73.205,0
41.175,-73.215,0
41.175,-73.225,0
41.175,-73.235,0
41.175,-73.245,0
41.175,-73.255,0
41.175,-73.265,0
41.175,-73.275,0
41.175,-73.285,0
41.175,-73.295,0
41.175,-73.305,0
41.175,-73.315,0
41.175,-73.325,0
41.175,-73.345,0
41.175,-73.355,0
41.175,-73.365,0
41.175,-73.375,0
41.175,-73.385,0
41.175,-73.395,0
41.175,-73.405,0
41.175,-73.415,0
41.175,-73.425,0
41.175,-73.435,0
41.175,-73.445,0
41.175,-73.485,0
41.175,-73.495,0
41.175,-73.525,0
41.175,-73.535,0
41.175,-73.545,0
41.175,-73.555,0
41.175,-73.565,0
41.185,-73.085,0
41.185,-73.095,0
41.185,-73.125,0
41.185,-73.135,0
41.185,-73.145,0
41.185,-73.155,0
41.185,-73.165,0
41.185,-73.185,0
41.185,-73.195,0
41.185,-73.205,0
41.185,-73.215,0
41.185,-73.225,0
41.185,-73.235,0
41.185,-73.245,0
41.185,-73.255,0
41.185,-73.265,0
41.185,-73.275,0
41.185,-73.285,0
41.185,-73.295,0
41.185,-73.305,0
41.185,-73.315,0
41.185,-73.355,0
41.185,-73.365,0
41.185,-73.375,0
41.185,-73.415,0
41.185,-73.425,0
41.185,-73.435,0
41.185,-73.475,0
41.185,-73.485,0
41.185,-73.525,0
41.185,-73.535,0
41.185,-73.555,0
41.195,-73.055,0
41.195,-73.065,0
41.195,-73.075,0
41.195,-73.085,0
41.195,-73.095,0
41.195,-73.105,0
41.195,-73.115,0
41.195,-73.125,0
41.195,-73.135,0
41.195,-73.145,0
41.195,-73.155,0
41.195,-73.165,0
41.195,-73.175,0
41.195,-73.185,0
41.195,-73.195,0
41.195,-73.205,0
41.195,-73.215,0
41.195,-73.225,0
41.195,-73.235,0
41.195,-73.245,0
41.195,-73.255,0
41.195,-73.265,0
41.195,-73.275,0
41.195,-73.285,0
41.195,-73.295,0
41.195,-73.305,0
41.195,-73.315,0
41.195,-73.325,0
41.195,-73.355,0
41.195,-73.365,0
41.195,-73.375,0
41.195,-73.395,0
41.195,-73.405,0
41.195,-73.415,0
41.195,-73.425,0
41.195,-73.435,0
41.195,-73.445,0
41.195,-73.475,0
41.195,-73.485,0
41.195,-73.495,0
41.195,-73.505,0
41.195,-73.515,0
41.195,-73.525,0
41.205,-73.005,0
41.205,-73.015,0
41.205,-73.025,0
41.205,-73.035,0
41.205,-73.045,0
41.205,-73.055,0
41.205,-73.065,0
41.205,-73.075,0
41.205,-73.085,0
41.205,-73.095,0
41.205,-73.105,0
41.205,-73.115,0
41.205,-73.125,0
41.205,-73.135,0
41.205,-73.145,0
41.205,-73.185,0
41.205,-73.195,0
41.205,-73.205,0
41.205,-73.215,0
41.205,-73.225,0
41.205,-73.235,0
41.205,-73.245,0
41.205,-73.255,0
41.205,-73.265,0
41.205,-73.275,0
41.205,-73.285,0
41.205,-73.295,0
41.205,-73.305,0
41.205,-73.315,0
41.205,-73.325,0
41.205,-73.345,0
41.205,-73.355,0
41.205,-73.365,0
41.205,-73.375,0
41.205,-73.395,0
41.205,-73.405,0
41.205,-73.425,0
41.205,-73.435,0
41.205,-73.445,0
41.205,-73.455,0
41.205,-73.475,0
41.205,-73.485,0
41.205,-73.495,0
41.205,-73.505,0
41.205,-73.515,0
41.215,-73.005,0
41.215,-73.015,0
41.215,-73.025,0
41.215,-73.035,0
41.215,-73.045,0
41.215,-73.055,0
41.215,-73.065,0
41.215,-73.075,0
41.215,-73.085,0
41.215,-73.095,0
41.215,-73.115,0
41.215,-73.125,0
41.215,-73.135,0
41.215,-73.145,0
41.215,-73.155,0
41.215,-73.165,0
41.215,-73.175,0
41.215,-73.185,0
41.215,-73.205,0
41.215,-73.215,0
41.215,-73.225,0
41.215,-73.235,0
41.215,-73.245,0
41.215,-73.255,0
41.215,-73.265,0
41.215,-73.275,0
41.215,-73.285,0
41.215,-73.295,0
41.215,-73.305,0
41.215,-73.315,0
41.215,-73.325,0
41.215,-73.335,0
41.215,-73.345,0
41.215,-73.365,0
41.215,-73.375,0
41.215,-73.405,0
41.215,-73.415,0
41.215,-73.425,0
41.215,-73.455,0
41.215,-73.465,0
41.215,-73.475,0
41.215,-73.485,0
41.215,-73.495,0
41.225,-72.985,0
41.225,-72.995,0
41.225,-73.005,0
41.225,-73.025,0
41.225,-73.035,0
41.225,-73.045,0
41.225,-73.055,0
41.225,-73.065,0
41.225,-73.075,0
41.225,-73.085,0
41.225,-73.095,0
41.225,-73.105,0
41.225,-73.115,0
